1325023036,30713,11
1325023180,30713,11
1325023419,61338,10
1325023681,30705,17
1325023770,30705,17
1325023837,30713,17
1325023995,30713,17
1325024290,30713,17
1325024400,30713,17
1325024554,30713,17
1325024677,30713,17
1325024857,30713,17
1325025031,30713,17
1325025196,30713,17
1325025226,30708,17
1325025448,30713,17
1325025549,30708,17
1325025594,30713,17
1325025619,30708,17
1325025692,30708,17
1325025700,30713,17
1325025963,30713,17
1325026093,30708,17
1325026125,30713,17
1325026197,30708,17
1325026263,30713,17
1325026340,30708,17
1325026354,30713,17
1325026516,61339,61
1325026639,30713,17
1325026937,30708,17
1325027154,30708,17
1325027391,30708,17
1325027493,30713,17
1325027589,30708,17
1325027631,61339,61
1325027718,61339,61
1325028009,30708,17
1325028086,30708,17
1325028385,30713,11
1325028454,15328,61
1325028454,30705,11
1325029097,30705,11
1325029198,30705,11
1325029420,30705,11
1325029528,30705,11
1325029558,30713,17
1325029759,30713,17
1325029882,30705,17
1325029978,30705,17
1325030059,30713,17
1325030110,30708,17
1325030174,61343,61
1325030218,61343,61
1325030363,30708,17
1325030793,30713,17
1325031189,30710,11
1325031279,30710,11
1325031297,30713,17
1325031372,30711,63
1325032014,61335,40
1325032370,61338,10
1325032407,30708,17
1325032531,61339,61
1325032555,61339,61
1325032975,30713,17
1325033029,30705,17
1325033471,30705,11
1325033546,30705,11
1325033614,61339,19
1325033631,30705,11
1325033649,61342,34
1325033657,61339,19
1325033676,30708,11
1325033676,61342,34
1325033694,61339,19
1325033880,30708,17
1325033884,30705,11
1325034092,30708,17
1325034308,61339,19
1325034339,61339,19
1325034383,61339,19
1325034434,30713,17
1325034516,61343,34
1325034555,61343,34
1325034584,61343,34
1325034590,30705,11
1325034622,61343,34
1325034719,30705,11
1325034761,61339,19
1325035354,30705,17
1325036019,30713,17
1325036264,30713,17
1325036568,61342,12
1325036584,15326,12
1325036763,30713,17
1325036915,30708,17
1325037177,61339,19
1325037226,61339,19
1325037274,61339,19
1325037370,61339,19
1325037415,61339,19
1325038335,61343,12
1325038355,61343,12
1325038377,61343,12
1325038682,30713,17
1325038927,30708,17
1325039245,30708,17
1325039268,30705,17
1325039972,30708,17
1325040112,30708,17
1325040515,30708,17
1325042476,30708,17
1325042601,30713,17
1325043560,30713,17
1325043817,30713,17
1325044062,30708,17
1325044330,30713,17
1325044590,30713,17
1325044602,30708,17
1325045386,30708,17
1325045473,30711,63
1325045586,61342,12
1325045629,61342,12
1325045644,30708,17
1325045824,30713,11
1325045966,30713,11
1325046097,61338,10
1325046140,30713,17
1325046245,30713,17
1325046653,30713,17
1325046752,30711,63
1325046942,30713,17
1325046991,30711,63
1325047299,30713,17
1325047437,61335,40
1325047591,30713,17
1325047766,30713,17
1325048616,30711,63
1325048691,30713,17
1325048736,30711,63
1325048845,30713,17
1325049259,30708,17
1325049759,30713,17
1325049925,30713,17
1325050074,30713,17
1325050473,30713,17
1325050631,30713,17
1325050788,30711,63
1325050903,30711,63
1325050964,30713,17
1325051070,30711,63
1325051218,30711,63
1325051246,30708,17
1325051330,30711,63
1325051712,30713,17
1325051828,30713,17
1325051994,30713,17
1325052748,61337,34
1325052783,61337,34
1325052804,61337,34
1325052927,61337,34
1325053034,61337,34
1325053062,61337,34
1325053082,30713,17
1325053100,61337,34
1325053160,61337,34
1325053260,30713,17
1325053600,61337,34
1325053788,30713,17
1325054067,30713,17
1325054363,30713,17
1325054575,30708,17
1325054679,30708,17
1325054706,30713,17
1325055056,30708,17
1325055063,61337,34
1325055089,61337,34
1325055194,30713,17
1325055294,30713,17
1325055430,30713,17
1325055638,30708,17
1325055741,30708,17
1325055883,30708,17
1325055981,30708,17
1325056014,30713,17
1325056112,30708,17
1325056117,30713,17
1325056210,30711,46
1325056356,30713,17
1325056464,15320,40
1325056486,30713,17
1325056562,30713,17
1325056597,61343,34
1325056619,61343,34
1325056645,61343,34
1325056647,30713,17
1325056745,30708,17
1325057294,30708,17
1325057363,61335,12
1325057420,61336,19
1325057597,61336,19
1325057642,61336,19
1325057683,61336,19
1325057778,61336,41
1325057898,61336,41
1325057943,61336,41
1325058102,30708,17
1325058199,30705,17
1325058272,61336,45
1325058299,61336,45
1325058444,61336,62
1325058471,61337,34
1325058526,30713,17
1325058622,30708,17
1325058667,61336,41
1325058669,61336,19
1325058690,30713,17
1325058714,61336,41
1325058851,61337,34
1325058876,61337,34
1325058882,61336,19
1325058909,61337,34
1325058912,61336,19
1325058935,30713,17
1325058953,61336,19
1325058954,61337,34
1325058987,61336,19
1325059035,61336,19
1325059083,61336,19
1325059089,61336,41
1325059278,30713,17
1325059699,30713,17
1325059944,30708,17
1325059966,30713,17
1325059983,30705,17
1325060125,30708,17
1325060134,30713,17
1325060304,30702,11
1325060339,30708,11
1325060544,61343,61
1325060596,61335,34
1325060628,61335,34
1325060673,61335,34
1325060715,61335,34
1325060772,61335,34
1325060826,61335,34
1325060968,61339,2
1325061000,61339,2
1325061143,61339,2
1325061212,61339,2
